"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneSymbols"
"GO:0030217","T cell differentiation","57/1376","320/18986",0.178125,2.45776253633721,7.35141572657392,2.02997902523483e-10,5.60029479202965e-07,5.26870522169731e-07,"1236/149233/3565/6932/917/6097/814/9840/3575/3932/916/920/4063/6693/387357/3955/10125/51176/914/1880/915/10803/940/1235/2625/6146/3111/56253/64410/4221/7535/64919/257101/9093/51463/6194/3702/2841/8320/6095/4297/50943/84433/5896/596/5295/939/55274/7471/925/9760/1493/864/22806/114836/84101/30009",57,"CCR7, IL23R, IL4, TCF7, CD3G, RORC, CAMK4, TESPA1, IL7R, LCK, CD3E, CD4, LY9, SPN, THEMIS, LFNG, RASGRP1, LEF1, CD2, GPR183, CD3D, CCR9, CD28, CCR6, GATA3, RPL22, HLA-DOA, CRTAM, KLHL25, MEN1, ZAP70, BCL11B, ZNF683, DNAJA3, GPR89B, RPS6, ITK, GPR18, EOMES, RORA, KMT2A, FOXP3, CARD11, RAG1, BCL2, PIK3R1, CD27, PHF10, WNT1, CD8A, TOX, CTLA4, RUNX3, IKZF3, SLAMF6, USP44, TBX21"
"GO:0030098","lymphocyte differentiation","69/1376","426/18986",0.161971830985915,2.23488167376351,7.20569704627713,2.07687550232882e-10,5.60029479202965e-07,5.26870522169731e-07,"1236/959/149233/3565/6932/917/6097/814/9840/3575/3932/916/4914/920/4063/6693/387357/3955/10125/51176/914/1880/915/10803/940/1235/2625/6146/3111/56253/64410/4221/7535/64919/257101/6504/9093/9452/51463/6194/3702/55619/2841/8320/6095/3676/28514/4297/472/50943/84433/5896/115352/596/5295/939/55274/1380/7471/56262/925/9760/1493/864/22806/974/114836/84101/30009",69,"CCR7, CD40LG, IL23R, IL4, TCF7, CD3G, RORC, CAMK4, TESPA1, IL7R, LCK, CD3E, NTRK1, CD4, LY9, SPN, THEMIS, LFNG, RASGRP1, LEF1, CD2, GPR183, CD3D, CCR9, CD28, CCR6, GATA3, RPL22, HLA-DOA, CRTAM, KLHL25, MEN1, ZAP70, BCL11B, ZNF683, SLAMF1, DNAJA3, ITM2A, GPR89B, RPS6, ITK, DOCK10, GPR18, EOMES, RORA, ITGA4, DLL1, KMT2A, ATM, FOXP3, CARD11, RAG1, FCRL3, BCL2, PIK3R1, CD27, PHF10, CR2, WNT1, LRRC8A, CD8A, TOX, CTLA4, RUNX3, IKZF3, CD79B, SLAMF6, USP44, TBX21"
"GO:0050851","antigen receptor-mediated signaling pathway","42/1376","212/18986",0.19811320754717,2.73355912681,7.09517353881792,1.89504937255176e-09,3.40666708872388e-06,3.20496069322789e-06,"148823/1236/50852/917/9840/53347/3932/916/257144/5335/387357/915/23180/940/9214/2625/27040/7535/975/4068/257101/926/27242/3702/54923/2534/50943/84433/8631/4773/115352/596/919/5583/11148/925/1493/59338/11126/974/7294/126259",42,"GCSAML, CCR7, TRAT1, CD3G, TESPA1, UBASH3A, LCK, CD3E, GCSAM, PLCG1, THEMIS, CD3D, RFTN1, CD28, FCMR, GATA3, LAT, ZAP70, CD81, SH2D1A, ZNF683, CD8B, TNFRSF21, ITK, LIME1, FYN, FOXP3, CARD11, SKAP1, NFATC2, FCRL3, BCL2, CD247, PRKCH, HHLA2, CD8A, CTLA4, PLEKHA1, CD160, CD79B, TXK, TMIGD2"
"GO:0050863","regulation of T cell activation","61/1376","393/18986",0.155216284987277,2.14166888573288,6.39287989805109,1.22728092339695e-08,1.65468150496994e-05,1.55670896072982e-05,"1236/959/149233/921/3565/923/6932/814/9840/3575/201633/5133/3932/916/920/6693/10125/51176/914/940/2625/55423/6441/1803/27040/3111/56253/64410/7535/27240/975/257101/6504/23513/9093/29851/3120/3117/27242/84861/3620/3113/2534/5588/50943/84433/5896/939/55274/11148/9760/1493/11126/864/6352/9231/126259/6375/30009/100528032/7525",61,"CCR7, CD40LG, IL23R, CD5, IL4, CD6, TCF7, CAMK4, TESPA1, IL7R, TIGIT, PDCD1, LCK, CD3E, CD4, SPN, RASGRP1, LEF1, CD2, CD28, GATA3, SIRPG, SFTPD, DPP4, LAT, HLA-DOA, CRTAM, KLHL25, ZAP70, SIT1, CD81, ZNF683, SLAMF1, SCRIB, DNAJA3, ICOS, HLA-DQB2, HLA-DQA1, TNFRSF21, KLHL22, IDO1, HLA-DPA1, FYN, PRKCQ, FOXP3, CARD11, RAG1, CD27, PHF10, HHLA2, TOX, CTLA4, CD160, RUNX3, CCL5, DLG5, TMIGD2, XCL1, TBX21, KLRC4-KLRK1, YES1"
"GO:0031295","T cell costimulation","17/1376","48/18986",0.354166666666667,4.8867793120155,7.53664891585884,1.86441180214617e-08,1.9136106865569e-05,1.80030712506548e-05,"1236/959/921/3932/916/6693/940/1803/975/29851/2534/84433/11148/11126/126259/100528032/7525",17,"CCR7, CD40LG, CD5, LCK, CD3E, SPN, CD28, DPP4, CD81, ICOS, FYN, CARD11, HHLA2, CD160, TMIGD2, KLRC4-KLRK1, YES1"
"GO:0050852","T cell receptor signaling pathway","32/1376","149/18986",0.214765100671141,2.96332136725457,6.7253284343433,2.12899390308574e-08,1.9136106865569e-05,1.80030712506548e-05,"1236/50852/917/9840/53347/3932/916/5335/387357/915/23180/940/2625/27040/7535/975/4068/257101/926/27242/3702/54923/2534/50943/84433/8631/919/11148/925/1493/11126/7294",32,"CCR7, TRAT1, CD3G, TESPA1, UBASH3A, LCK, CD3E, PLCG1, THEMIS, CD3D, RFTN1, CD28, GATA3, LAT, ZAP70, CD81, SH2D1A, ZNF683, CD8B, TNFRSF21, ITK, LIME1, FYN, FOXP3, CARD11, SKAP1, CD247, HHLA2, CD8A, CTLA4, CD160, TXK"
"GO:0031294","lymphocyte costimulation","17/1376","49/18986",0.346938775510204,4.78704912197437,7.41956132123656,2.6629147842078e-08,2.05158563303324e-05,1.93011267065889e-05,"1236/959/921/3932/916/6693/940/1803/975/29851/2534/84433/11148/11126/126259/100528032/7525",17,"CCR7, CD40LG, CD5, LCK, CD3E, SPN, CD28, DPP4, CD81, ICOS, FYN, CARD11, HHLA2, CD160, TMIGD2, KLRC4-KLRK1, YES1"
"GO:0045058","T cell selection","19/1376","63/18986",0.301587301587302,4.16129106681432,7.02545738604714,5.49838419574396e-08,3.48597196825834e-05,3.27956998585012e-05,"1236/149233/917/916/920/4063/6693/387357/915/940/2625/7535/64919/50943/84433/596/9760/114836/30009",19,"CCR7, IL23R, CD3G, CD3E, CD4, LY9, SPN, THEMIS, CD3D, CD28, GATA3, ZAP70, BCL11B, FOXP3, CARD11, BCL2, TOX, SLAMF6, TBX21"
"GO:0002429","immune response-activating cell surface receptor signaling pathway","53/1376","336/18986",0.157738095238095,2.17646473560354,6.08196580571353,6.44419311620304e-08,3.48597196825834e-05,3.27956998585012e-05,"148823/1236/50852/917/9840/53347/3932/916/257144/5335/387357/9258/915/23180/940/9214/2625/22954/27040/7535/8302/975/4068/257101/9572/926/27242/3702/54923/2534/50943/84433/8631/4773/115352/596/919/5063/5295/5583/1380/11148/925/1493/59338/259197/11126/974/7294/126259/100528032/7525/2359",53,"GCSAML, CCR7, TRAT1, CD3G, TESPA1, UBASH3A, LCK, CD3E, GCSAM, PLCG1, THEMIS, MFHAS1, CD3D, RFTN1, CD28, FCMR, GATA3, TRIM32, LAT, ZAP70, KLRC4, CD81, SH2D1A, ZNF683, NR1D1, CD8B, TNFRSF21, ITK, LIME1, FYN, FOXP3, CARD11, SKAP1, NFATC2, FCRL3, BCL2, CD247, PAK3, PIK3R1, PRKCH, CR2, HHLA2, CD8A, CTLA4, PLEKHA1, NCR3, CD160, CD79B, TXK, TMIGD2, KLRC4-KLRK1, YES1, FPR3"
"GO:0046631","alpha-beta T cell activation","37/1376","196/18986",0.188775510204082,2.6047179046037,6.31245337861815,6.46388275219422e-08,3.48597196825834e-05,3.27956998585012e-05,"149233/917/6097/916/4063/6693/51176/1880/915/940/2625/6146/56253/64410/4221/7535/64919/975/257101/3702/2841/8320/6095/4297/5588/50943/84433/596/919/9760/259197/11126/4818/864/114836/6375/30009",37,"IL23R, CD3G, RORC, CD3E, LY9, SPN, LEF1, GPR183, CD3D, CD28, GATA3, RPL22, CRTAM, KLHL25, MEN1, ZAP70, BCL11B, CD81, ZNF683, ITK, GPR18, EOMES, RORA, KMT2A, PRKCQ, FOXP3, CARD11, BCL2, CD247, TOX, NCR3, CD160, NKG7, RUNX3, SLAMF6, XCL1, TBX21"
