"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneSymbols"
"GO:0051607","defense response to virus","57/450","320/18986",0.178125,7.51529166666667,18.3141500447488,1.99822958498056e-33,8.25068995638472e-30,6.7434989994186e-30,"3429/10964/91543/4940/4938/11274/9636/4599/3437/3434/4939/10410/5610/51191/3665/55601/117854/8638/2537/5359/3433/79132/81030/64135/3627/83666/24138/64108/5371/10346/4343/11277/200315/2633/684/148022/91351/10859/4600/53840/81622/439996/3663/6773/3428/151636/9447/51251/3669/9755/85363/8519/6772/9582/6036/115362/51284",57,"IFI27, IFI44L, RSAD2, OAS3, OAS1, USP18, ISG15, MX1, IFIT3, IFIT1, OAS2, IFITM3, EIF2AK2, HERC5, IRF7, DDX60, TRIM6, OASL, IFI6, PLSCR1, IFIT2, DHX58, ZBP1, IFIH1, CXCL10, PARP9, IFIT5, RTP4, PML, TRIM22, MOV10, TREX1, APOBEC3A, GBP1, BST2, TICAM1, DDX60L, LILRB1, MX2, TRIM34, UNC93B1, IFIT1B, IRF5, STAT2, IFI16, DTX3L, AIM2, NT5C3A, ISG20, TBKBP1, TRIM5, IFITM1, STAT1, APOBEC3B, RNASE2, GBP5, TLR7"
"GO:0009615","response to virus","61/450","425/18986",0.143529411764706,6.05566535947712,16.4238755910837,2.85481574373979e-30,5.8937671029508e-27,4.81712593391041e-27,"3429/10964/10561/91543/4940/4938/11274/9636/4599/3437/3434/4939/10410/5610/51191/3665/55601/117854/8638/2537/5359/3433/79132/81030/64135/6355/3627/83666/24138/64108/5371/10346/4343/11277/200315/2633/684/148022/91351/10859/4600/53840/81622/439996/3663/3965/6773/3428/151636/9447/51251/3669/9755/85363/8519/6772/9582/6036/115362/23607/51284",61,"IFI27, IFI44L, IFI44, RSAD2, OAS3, OAS1, USP18, ISG15, MX1, IFIT3, IFIT1, OAS2, IFITM3, EIF2AK2, HERC5, IRF7, DDX60, TRIM6, OASL, IFI6, PLSCR1, IFIT2, DHX58, ZBP1, IFIH1, CCL8, CXCL10, PARP9, IFIT5, RTP4, PML, TRIM22, MOV10, TREX1, APOBEC3A, GBP1, BST2, TICAM1, DDX60L, LILRB1, MX2, TRIM34, UNC93B1, IFIT1B, IRF5, LGALS9, STAT2, IFI16, DTX3L, AIM2, NT5C3A, ISG20, TBKBP1, TRIM5, IFITM1, STAT1, APOBEC3B, RNASE2, GBP5, CD2AP, TLR7"
"GO:0050792","regulation of viral process","33/450","173/18986",0.190751445086705,8.04801541425819,14.5098998969839,1.10081682446483e-20,1.51509088940509e-17,1.23832236464359e-17,"4061/7113/91543/4940/4938/9636/4599/3434/4939/10410/5610/117854/8638/558/27074/5359/64135/24138/10346/200315/684/53840/3965/6672/3428/7153/9830/3669/2219/85363/8519/6772/9582",33,"LY6E, TMPRSS2, RSAD2, OAS3, OAS1, ISG15, MX1, IFIT1, OAS2, IFITM3, EIF2AK2, TRIM6, OASL, AXL, LAMP3, PLSCR1, IFIH1, IFIT5, TRIM22, APOBEC3A, BST2, TRIM34, LGALS9, SP100, IFI16, TOP2A, TRIM14, ISG20, FCN1, TRIM5, IFITM1, STAT1, APOBEC3B"
"GO:0048525","negative regulation of viral process","26/450","99/18986",0.262626262626263,11.0804938271605,15.6682849926659,2.8532155286376e-20,2.94523172943617e-17,2.40721289074004e-17,"4061/91543/4940/4938/9636/4599/3434/4939/10410/5610/117854/8638/5359/64135/24138/200315/684/6672/3428/9830/3669/2219/85363/8519/6772/9582",26,"LY6E, RSAD2, OAS3, OAS1, ISG15, MX1, IFIT1, OAS2, IFITM3, EIF2AK2, TRIM6, OASL, PLSCR1, IFIH1, IFIT5, APOBEC3A, BST2, SP100, IFI16, TRIM14, ISG20, FCN1, TRIM5, IFITM1, STAT1, APOBEC3B"
"GO:1903900","regulation of viral life cycle","30/450","146/18986",0.205479452054795,8.66940639269406,14.4944345330748,7.01678340821623e-20,5.79445973850496e-17,4.73595949615605e-17,"4061/7113/91543/4940/4938/9636/4599/3434/4939/10410/5610/117854/8638/558/27074/5359/64135/24138/10346/200315/684/53840/3965/3428/7153/3669/2219/85363/8519/9582",30,"LY6E, TMPRSS2, RSAD2, OAS3, OAS1, ISG15, MX1, IFIT1, OAS2, IFITM3, EIF2AK2, TRIM6, OASL, AXL, LAMP3, PLSCR1, IFIH1, IFIT5, TRIM22, APOBEC3A, BST2, TRIM34, LGALS9, IFI16, TOP2A, ISG20, FCN1, TRIM5, IFITM1, APOBEC3B"
"GO:0045071","negative regulation of viral genome replication","20/450","55/18986",0.363636363636364,15.3422222222222,16.5964255293387,4.84588366403196e-19,3.33477560813132e-16,2.72559702226078e-16,"91543/4940/4938/9636/4599/3434/4939/10410/5610/117854/8638/5359/64135/24138/200315/684/3428/3669/8519/9582",20,"RSAD2, OAS3, OAS1, ISG15, MX1, IFIT1, OAS2, IFITM3, EIF2AK2, TRIM6, OASL, PLSCR1, IFIH1, IFIT5, APOBEC3A, BST2, IFI16, ISG20, IFITM1, APOBEC3B"
"GO:0016032","viral process","46/450","452/18986",0.101769911504425,4.29378564405113,11.0429096179327,6.9844124787433e-17,4.1198055892473e-14,3.36722201606782e-14,"3429/6614/4061/7113/91543/4940/4938/9636/4599/3434/4939/10410/5610/3665/117854/8638/558/27074/5359/64135/6347/6355/83666/6346/84875/24138/10346/1514/200315/684/53840/3965/6672/3428/7153/9830/3669/2219/85363/8519/983/6772/6714/9582/51510/3725",46,"IFI27, SIGLEC1, LY6E, TMPRSS2, RSAD2, OAS3, OAS1, ISG15, MX1, IFIT1, OAS2, IFITM3, EIF2AK2, IRF7, TRIM6, OASL, AXL, LAMP3, PLSCR1, IFIH1, CCL2, CCL8, PARP9, CCL1, PARP10, IFIT5, TRIM22, CTSL, APOBEC3A, BST2, TRIM34, LGALS9, SP100, IFI16, TOP2A, TRIM14, ISG20, FCN1, TRIM5, IFITM1, CDK1, STAT1, SRC, APOBEC3B, CHMP5, JUN"
"GO:0019058","viral life cycle","38/450","323/18986",0.117647058823529,4.96366013071895,11.1946491928083,3.48815273049058e-16,1.80032282802445e-13,1.47144969130958e-13,"3429/6614/4061/7113/91543/4940/4938/9636/4599/3434/4939/10410/5610/117854/8638/558/27074/5359/64135/6347/6355/24138/10346/1514/200315/684/53840/3965/3428/7153/3669/2219/85363/8519/983/6714/9582/51510",38,"IFI27, SIGLEC1, LY6E, TMPRSS2, RSAD2, OAS3, OAS1, ISG15, MX1, IFIT1, OAS2, IFITM3, EIF2AK2, TRIM6, OASL, AXL, LAMP3, PLSCR1, IFIH1, CCL2, CCL8, IFIT5, TRIM22, CTSL, APOBEC3A, BST2, TRIM34, LGALS9, IFI16, TOP2A, ISG20, FCN1, TRIM5, IFITM1, CDK1, SRC, APOBEC3B, CHMP5"
"GO:0045069","regulation of viral genome replication","21/450","85/18986",0.247058823529412,10.4236862745098,13.5672378431183,5.01881321078082e-16,2.30251997192378e-13,1.88190820511852e-13,"91543/4940/4938/9636/4599/3434/4939/10410/5610/117854/8638/5359/64135/24138/200315/684/3428/7153/3669/8519/9582",21,"RSAD2, OAS3, OAS1, ISG15, MX1, IFIT1, OAS2, IFITM3, EIF2AK2, TRIM6, OASL, PLSCR1, IFIH1, IFIT5, APOBEC3A, BST2, IFI16, TOP2A, ISG20, IFITM1, APOBEC3B"
"GO:0140014","mitotic nuclear division","35/450","282/18986",0.124113475177305,5.23648542159181,11.1677728201545,1.02757144567904e-15,4.24284249920876e-13,3.46778321562842e-13,"146909/4288/3833/286151/221150/9088/9928/4605/701/9700/157313/332/57405/22974/9787/5347/56992/699/113130/9493/64151/54443/29781/7283/5159/24137/983/10403/51510/8877/7272/27338/991/4751/220134",35,"KIF18B, MKI67, KIFC1, FBXO43, SKA3, PKMYT1, KIF14, MYBL2, BUB1B, ESPL1, CDCA2, BIRC5, SPC25, TPX2, DLGAP5, PLK1, KIF15, BUB1, CDCA5, KIF23, NCAPG, ANLN, NCAPH2, TUBG1, PDGFRB, KIF4A, CDK1, NDC80, CHMP5, SPHK1, TTK, UBE2S, CDC20, NEK2, SKA1"
