"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneSymbols"
"GO:0000280","nuclear division","102/1507","451/18986",0.226164079822616,2.84933723922508,11.6710982859143,1.08895172743909e-22,3.43401473017261e-19,2.63439531309633e-19,"7153/24137/259266/701/699/9928/9787/57405/54443/4751/221150/157313/983/3479/4288/7272/56992/220134/22974/11065/9133/64151/3832/9319/83903/57082/146909/1063/51203/1062/332/83540/991/8900/9700/23397/11130/3833/286151/113130/5888/81930/11004/84057/55143/11144/5347/9055/891/6790/2491/29128/151648/10615/10635/4605/79598/995/122402/10388/1111/147841/9493/83990/130951/1950/9212/858/26271/675/23332/29127/80010/7039/9633/9232/8555/4085/7273/9750/137886/728637/55055/54908/10592/192670/8850/54892/50511/324/3643/2069/23304/5925/92421/25836/284071/138474/1164/55755/339834/81620",102,"TOP2A, KIF4A, ASPM, BUB1B, BUB1, KIF14, DLGAP5, SPC25, ANLN, NEK2, SKA3, CDCA2, CDK1, IGF1, MKI67, TTK, KIF15, SKA1, TPX2, UBE2C, CCNB2, NCAPG, KIF11, TRIP13, HASPIN, KNL1, KIF18B, CENPF, NUSAP1, CENPE, BIRC5, NUF2, CDC20, CCNA1, ESPL1, NCAPH, ZWINT, KIFC1, FBXO43, CDCA5, RAD51, KIF18A, KIF2C, MND1, CDCA8, DMC1, PLK1, PRC1, CCNB1, AURKA, CENPI, UHRF1, SGO1, SPAG5, RAD51AP1, MYBL2, CEP97, CDC25C, TDRD9, SYCP2, CHEK1, SPC24, KIF23, BRIP1, M1AP, EGF, AURKB, CAV2, FBXO5, BRCA2, CLASP1, RACGAP1, RMI1, TGFA, TESMIN, PTTG1, CDC14B, MAD2L1, TTN, RIPOR2, UBXN2B, MEIKIN, ZWILCH, SPDL1, SMC2, AGO4, KAT2B, NCAPG2, SYCP3, APC, INSR, EREG, UBR2, RB1, CHMP4C, NIPBL, MEIOC, TAF1L, CKS2, CDK5RAP2, IHO1, CDT1"
"GO:0140014","mitotic nuclear division","77/1507","282/18986",0.273049645390071,3.44002691929389,12.1214775264454,1.194024593245e-22,3.43401473017261e-19,2.63439531309633e-19,"24137/701/699/9928/9787/57405/54443/4751/221150/157313/983/3479/4288/7272/56992/220134/22974/11065/64151/3832/9319/83903/57082/146909/1063/51203/1062/332/83540/991/9700/23397/11130/3833/286151/113130/81930/11004/55143/5347/9055/891/6790/2491/29128/10615/4605/79598/995/1111/147841/9493/1950/9212/858/26271/23332/29127/7039/8555/4085/7273/9750/137886/55055/54908/10592/8850/54892/324/3643/2069/5925/92421/25836/55755/81620",77,"KIF4A, BUB1B, BUB1, KIF14, DLGAP5, SPC25, ANLN, NEK2, SKA3, CDCA2, CDK1, IGF1, MKI67, TTK, KIF15, SKA1, TPX2, UBE2C, NCAPG, KIF11, TRIP13, HASPIN, KNL1, KIF18B, CENPF, NUSAP1, CENPE, BIRC5, NUF2, CDC20, ESPL1, NCAPH, ZWINT, KIFC1, FBXO43, CDCA5, KIF18A, KIF2C, CDCA8, PLK1, PRC1, CCNB1, AURKA, CENPI, UHRF1, SPAG5, MYBL2, CEP97, CDC25C, CHEK1, SPC24, KIF23, EGF, AURKB, CAV2, FBXO5, CLASP1, RACGAP1, TGFA, CDC14B, MAD2L1, TTN, RIPOR2, UBXN2B, ZWILCH, SPDL1, SMC2, KAT2B, NCAPG2, APC, INSR, EREG, RB1, CHMP4C, NIPBL, CDK5RAP2, CDT1"
"GO:0000070","mitotic sister chromatid segregation","62/1507","194/18986",0.319587628865979,4.02633757242832,12.4404293303036,2.29567500603952e-22,3.52338758684433e-19,2.70295746359187e-19,"24137/701/699/9928/9787/57405/4751/221150/983/7272/56992/220134/22974/11065/64151/3832/9319/83903/57082/146909/1063/51203/1062/332/83540/991/9700/23397/11130/3833/113130/81930/11004/55143/5347/9055/891/2491/29128/10615/4605/79598/147841/9493/9212/26271/23332/29127/4085/7273/9750/55055/54908/10592/8850/54892/324/5925/92421/25836/55755/81620",62,"KIF4A, BUB1B, BUB1, KIF14, DLGAP5, SPC25, NEK2, SKA3, CDK1, TTK, KIF15, SKA1, TPX2, UBE2C, NCAPG, KIF11, TRIP13, HASPIN, KNL1, KIF18B, CENPF, NUSAP1, CENPE, BIRC5, NUF2, CDC20, ESPL1, NCAPH, ZWINT, KIFC1, CDCA5, KIF18A, KIF2C, CDCA8, PLK1, PRC1, CCNB1, CENPI, UHRF1, SPAG5, MYBL2, CEP97, SPC24, KIF23, AURKB, FBXO5, CLASP1, RACGAP1, MAD2L1, TTN, RIPOR2, ZWILCH, SPDL1, SMC2, KAT2B, NCAPG2, APC, RB1, CHMP4C, NIPBL, CDK5RAP2, CDT1"
"GO:0098813","nuclear chromosome segregation","83/1507","324/18986",0.256172839506173,3.22740380282959,11.8739715784285,2.45019999085141e-22,3.52338758684433e-19,2.70295746359187e-19,"7153/24137/259266/701/699/9928/9787/57405/4751/990/221150/983/7272/56992/220134/22974/11065/9133/64151/3832/9319/83903/57082/146909/1063/51203/1062/332/83540/991/9700/23397/11130/3833/113130/81930/11004/84057/55143/11144/5347/9055/891/6790/2491/29128/151648/10615/4605/81610/79598/10388/147841/9493/83990/130951/1894/9212/57520/26271/23332/29127/9232/4085/7273/9750/728637/55055/54908/6604/10592/192670/8850/54892/324/51776/5925/92421/25836/284071/55755/339834/81620",83,"TOP2A, KIF4A, ASPM, BUB1B, BUB1, KIF14, DLGAP5, SPC25, NEK2, CDC6, SKA3, CDK1, TTK, KIF15, SKA1, TPX2, UBE2C, CCNB2, NCAPG, KIF11, TRIP13, HASPIN, KNL1, KIF18B, CENPF, NUSAP1, CENPE, BIRC5, NUF2, CDC20, ESPL1, NCAPH, ZWINT, KIFC1, CDCA5, KIF18A, KIF2C, MND1, CDCA8, DMC1, PLK1, PRC1, CCNB1, AURKA, CENPI, UHRF1, SGO1, SPAG5, MYBL2, FAM83D, CEP97, SYCP2, SPC24, KIF23, BRIP1, M1AP, ECT2, AURKB, HECW2, FBXO5, CLASP1, RACGAP1, PTTG1, MAD2L1, TTN, RIPOR2, MEIKIN, ZWILCH, SPDL1, SMARCD3, SMC2, AGO4, KAT2B, NCAPG2, APC, MAP3K20, RB1, CHMP4C, NIPBL, MEIOC, CDK5RAP2, IHO1, CDT1"
"GO:0007059","chromosome segregation","98/1507","429/18986",0.228438228438228,2.8779881918568,11.5523743921795,3.5565479506301e-22,4.09145276240486e-19,3.13874715979818e-19,"7153/81624/24137/259266/701/699/9928/9787/57405/4751/990/221150/157313/983/55355/157570/4288/7272/56992/220134/22974/11065/9133/64151/3832/9319/83903/57082/146909/1063/51203/1062/6491/332/83540/991/9700/23397/11130/3833/113130/81930/11004/84057/55143/11144/5347/9055/891/6790/2491/29128/151648/10615/4605/81610/79598/11339/10388/147841/9493/83990/151246/130951/1894/9212/672/57520/6732/26271/140609/23332/29127/79682/9232/4085/7273/9750/728637/55055/54908/6604/10592/192670/8850/54892/324/51776/55839/5925/92421/25836/284071/5359/55755/339834/81620/387103",98,"TOP2A, DIAPH3, KIF4A, ASPM, BUB1B, BUB1, KIF14, DLGAP5, SPC25, NEK2, CDC6, SKA3, CDCA2, CDK1, HJURP, ESCO2, MKI67, TTK, KIF15, SKA1, TPX2, UBE2C, CCNB2, NCAPG, KIF11, TRIP13, HASPIN, KNL1, KIF18B, CENPF, NUSAP1, CENPE, STIL, BIRC5, NUF2, CDC20, ESPL1, NCAPH, ZWINT, KIFC1, CDCA5, KIF18A, KIF2C, MND1, CDCA8, DMC1, PLK1, PRC1, CCNB1, AURKA, CENPI, UHRF1, SGO1, SPAG5, MYBL2, FAM83D, CEP97, OIP5, SYCP2, SPC24, KIF23, BRIP1, SGO2, M1AP, ECT2, AURKB, BRCA1, HECW2, SRPK1, FBXO5, NEK7, CLASP1, RACGAP1, CENPU, PTTG1, MAD2L1, TTN, RIPOR2, MEIKIN, ZWILCH, SPDL1, SMARCD3, SMC2, AGO4, KAT2B, NCAPG2, APC, MAP3K20, CENPN, RB1, CHMP4C, NIPBL, MEIOC, PLSCR1, CDK5RAP2, IHO1, CDT1, CENPW"
"GO:0000819","sister chromatid segregation","67/1507","235/18986",0.285106382978723,3.59192421183414,11.7394472444694,5.50871868083876e-21,5.28102497536409e-18,4.05132433510107e-18,"7153/24137/701/699/9928/9787/57405/4751/990/221150/983/7272/56992/220134/22974/11065/64151/3832/9319/83903/57082/146909/1063/51203/1062/332/83540/991/9700/23397/11130/3833/113130/81930/11004/55143/5347/9055/891/2491/29128/10615/4605/79598/147841/9493/9212/57520/26271/23332/29127/4085/7273/9750/55055/54908/6604/10592/8850/54892/324/51776/5925/92421/25836/55755/81620",67,"TOP2A, KIF4A, BUB1B, BUB1, KIF14, DLGAP5, SPC25, NEK2, CDC6, SKA3, CDK1, TTK, KIF15, SKA1, TPX2, UBE2C, NCAPG, KIF11, TRIP13, HASPIN, KNL1, KIF18B, CENPF, NUSAP1, CENPE, BIRC5, NUF2, CDC20, ESPL1, NCAPH, ZWINT, KIFC1, CDCA5, KIF18A, KIF2C, CDCA8, PLK1, PRC1, CCNB1, CENPI, UHRF1, SPAG5, MYBL2, CEP97, SPC24, KIF23, AURKB, HECW2, FBXO5, CLASP1, RACGAP1, MAD2L1, TTN, RIPOR2, ZWILCH, SPDL1, SMARCD3, SMC2, KAT2B, NCAPG2, APC, MAP3K20, RB1, CHMP4C, NIPBL, CDK5RAP2, CDT1"
"GO:0007088","regulation of mitotic nuclear division","43/1507","121/18986",0.355371900826446,4.47716715931713,11.2666158130839,7.18448025987149e-18,5.5080514708217e-15,4.22548711032951e-15,"701/699/9787/57405/4751/221150/157313/3479/4288/7272/220134/11065/9319/83903/57082/1063/51203/332/83540/991/9700/11130/286151/55143/5347/891/6790/995/1111/147841/1950/9212/858/26271/7039/4085/55055/54908/324/3643/2069/5925/55755",43,"BUB1B, BUB1, DLGAP5, SPC25, NEK2, SKA3, CDCA2, IGF1, MKI67, TTK, SKA1, UBE2C, TRIP13, HASPIN, KNL1, CENPF, NUSAP1, BIRC5, NUF2, CDC20, ESPL1, ZWINT, FBXO43, CDCA8, PLK1, CCNB1, AURKA, CDC25C, CHEK1, SPC24, EGF, AURKB, CAV2, FBXO5, TGFA, MAD2L1, ZWILCH, SPDL1, APC, INSR, EREG, RB1, CDK5RAP2"
"GO:1905818","regulation of chromosome separation","34/1507","77/18986",0.441558441558442,5.56299175277277,11.780518379959,7.66071136414701e-18,5.5080514708217e-15,4.22548711032951e-15,"701/699/9787/57405/221150/7272/220134/11065/64151/9319/83903/57082/1063/332/83540/991/9700/23397/11130/55143/5347/891/147841/9212/26271/4085/55055/54908/10592/54892/324/5925/5359/55755",34,"BUB1B, BUB1, DLGAP5, SPC25, SKA3, TTK, SKA1, UBE2C, NCAPG, TRIP13, HASPIN, KNL1, CENPF, BIRC5, NUF2, CDC20, ESPL1, NCAPH, ZWINT, CDCA8, PLK1, CCNB1, SPC24, AURKB, FBXO5, MAD2L1, ZWILCH, SPDL1, SMC2, NCAPG2, APC, RB1, PLSCR1, CDK5RAP2"
"GO:0051983","regulation of chromosome segregation","45/1507","135/18986",0.333333333333333,4.19951338199513,10.9543661766351,2.13900704593795e-17,1.3670631698039e-14,1.0487388931663e-14,"701/699/9787/57405/990/221150/157313/983/4288/7272/220134/11065/64151/9319/83903/57082/1063/1062/332/83540/991/9700/23397/11130/11004/55143/5347/891/147841/9212/57520/26271/4085/55055/54908/6604/10592/8850/54892/324/51776/5925/5359/55755/339834",45,"BUB1B, BUB1, DLGAP5, SPC25, CDC6, SKA3, CDCA2, CDK1, MKI67, TTK, SKA1, UBE2C, NCAPG, TRIP13, HASPIN, KNL1, CENPF, CENPE, BIRC5, NUF2, CDC20, ESPL1, NCAPH, ZWINT, KIF2C, CDCA8, PLK1, CCNB1, SPC24, AURKB, HECW2, FBXO5, MAD2L1, ZWILCH, SPDL1, SMARCD3, SMC2, KAT2B, NCAPG2, APC, MAP3K20, RB1, PLSCR1, CDK5RAP2, IHO1"
"GO:0051304","chromosome separation","35/1507","84/18986",0.416666666666667,5.24939172749392,11.4608325543961,2.4066601126699e-17,1.38431089680772e-14,1.06197044129602e-14,"701/699/9787/57405/221150/7272/220134/11065/64151/9319/83903/57082/1063/332/83540/991/9700/23397/11130/55143/5347/891/147841/130951/9212/26271/4085/55055/54908/10592/54892/324/5925/5359/55755",35,"BUB1B, BUB1, DLGAP5, SPC25, SKA3, TTK, SKA1, UBE2C, NCAPG, TRIP13, HASPIN, KNL1, CENPF, BIRC5, NUF2, CDC20, ESPL1, NCAPH, ZWINT, CDCA8, PLK1, CCNB1, SPC24, M1AP, AURKB, FBXO5, MAD2L1, ZWILCH, SPDL1, SMC2, NCAPG2, APC, RB1, PLSCR1, CDK5RAP2"
